trip_number,departure,arrival,target,number_people,company,flught_num
1543,Киргизия с. Темрюк пр. Кленовый д. 26 стр. 2/2 833460,Киргизия г. Югорск ул. Покровская д. 542 655764,посещение семьи/друзей,56,ОАО «Рожков»,1543
1544,Польша клх Костомукша ул. Советской Армии д. 34 к. 19 456025,Польша г. Кузнецк пр. Портовый д. 3/4 к. 43 719538,посещение семьи/друзей,2,ИП «Новикова»,1544
1545,Греция ст. Змеиногорск ул. 40 лет Октября д. 52 582381,Греция г. Старый Оскол ш. Степана Разина д. 6 960836,бизнес,12,Андреева и партнеры,1545
1546,Мавритания п. Истра наб. Лазо д. 19 стр. 1/9 002509,Мавритания к. Кировск (Мурм.) пр. Звездный д. 93 стр. 96 208385,учеба,79,ООО «Голубева Сафонов»,1546
1547,Туркмения к. Ржев ш. Спортивное д. 1/5 стр. 573 776893,Туркмения к. Красноуфимск бул. Сибирский д. 659 115901,шопинг,47,ИП «Тарасов»,1547
1548,Маршалловы Острова д. Богучар пер. Невского д. 4/3 стр. 798 519412,Маршалловы Острова к. Подольск алл. 50 лет Октября д. 7/9 к. 7/9 678164,посещение семьи/друзей,36,РАО «Сорокина»,1548
1549,Белиз клх Нальчик наб. Комарова д. 44 к. 9 565762,Белиз д. Стерлитамак алл. Майская д. 16 стр. 570 670547,лечение,74,ИП «Ларионова»,1549
1550,Индия ст. Кажим ш. Одесское д. 3/3 646191,Индия клх Печенга пр. Загородный д. 18 стр. 5/4 040956,лечение,49,ИП «Стрелкова-Маслов»,1550
1551,Центральноафриканская Республика с. Пермь ул. Калужская д. 670 к. 9 137142,Центральноафриканская Республика ст. Бугуруслан бул. Революционный д. 1 к. 71 418410,отдых,21,ОАО «Захарова»,1551
1552,Япония к. Луховицы пр. Звездный д. 128 стр. 5/9 424481,Япония г. Солнечногорск ш. Дальневосточное д. 422 к. 8 367807,лечение,76,ОАО «Емельянова Никитин»,1552
1553,Тувалу г. Усинск алл. Речная д. 2 857870,Тувалу клх Уэлен наб. Толстого д. 191 стр. 633 072672,лечение,41,ООО «Попов Филатова и Шилов»,1553
1554,Уганда клх Саянск пер. Малиновый д. 9/2 стр. 10 954715,Уганда д. Двинской алл. Весенняя д. 6 стр. 416 412459,отдых,44,АО «Дмитриев»,1554
1555,Швеция г. Оленек пер. Новгородский д. 48 156007,Швеция г. Моздок алл. Озерная д. 385 стр. 3 670714,шопинг,12,Лукин Лимитед,1555
1556,Румыния ст. Магадан пер. Островского д. 9 стр. 73 604375,Румыния г. Новочеркасск ул. Гаражная д. 680 стр. 5 630730,посещение семьи/друзей,72,ОАО «Кошелева Зыкова»,1556
1557,Гайана ст. Ангарск пер. Мелиоративный д. 336 стр. 563 976233,Гайана ст. Терскол алл. Заливная д. 42 248268,отдых,41,ИП «Аксенова»,1557
1558,Андорра п. Сызрань ул. Орджоникидзе д. 5/1 410083,Андорра клх Нижний Новгород пр. Есенина д. 73 638419,шопинг,58,ОТП Банк,1558
1559,Сомали клх Асбест пер. Некрасова д. 89 к. 23 413986,Сомали с. Охотск ул. 40 лет Победы д. 192 812750,посещение семьи/друзей,62,ЕвроСибЭнерго,1559
1560,Нидерланды д. Дербент ш. Красина д. 7/7 стр. 59 624169,Нидерланды ст. Новочеркасск наб. Карьерная д. 1/3 стр. 9 651560,лечение,36,Транснефть,1560
1561,Сент-Винсент и Гренадины п. Краснодар бул. Курчатова д. 6/8 стр. 1/1 894262,Сент-Винсент и Гренадины ст. Бугуруслан пр. Тенистый д. 43 к. 99 325601,отдых,82,Тинькофф Банк,1561
1562,Сенегал ст. Новороссийка ул. Февральская д. 41 к. 6 111357,Сенегал г. Чебоксары пр. Речной д. 1/7 к. 4 385861,шопинг,61,ИП «Мухина Мартынов»,1562
1563,Мексика д. Кунгур пер. Плеханова д. 11 к. 373 141689,Мексика д. Руза пер. Горняцкий д. 5/1 к. 580 198829,лечение,43,ЗАО «Щукин-Иванова»,1563
1564,Северная Македония г. Хабаровск ш. Челюскинцев д. 49 к. 9/4 971265,Северная Македония с. Неплюевка алл. Трудовая д. 8 574115,отдых,23,Адидас (Adidas),1564
1565,Молдавия к. Волоколамск бул. Бабушкина д. 5/7 к. 1/9 440276,Молдавия ст. Ишим ул. Жданова д. 5/1 стр. 2/2 884210,посещение семьи/друзей,92,ИП «Нестеров Шарова и Бирюков»,1565
1566,Йемен с. Воронеж ул. Гагарина д. 1 стр. 5/8 779880,Йемен клх Нерчинск ш. Серова д. 212 305850,бизнес,13,Курганмашзавод,1566
1567,Бразилия г. Александровск наб. Омская д. 1/8 к. 6 651263,Бразилия с. Обнинск ул. Олимпийская д. 5/6 стр. 7/4 759555,учеба,7,РАО «Андреева-Сазонов»,1567
1568,Суринам д. Черский наб. Дальняя д. 57 стр. 3/1 451343,Суринам к. Новосибирск ш. Строителей д. 7 684006,отдых,75,АО «Орлова Игнатьев и Шубин»,1568
1569,Сербия ст. Южно-Курильск ул. Коммунальная д. 8/2 стр. 18 851720,Сербия г. Мытищи ул. Ясная д. 4/6 398719,лечение,91,ОАО «Самсонов»,1569
1570,Перу с. Кирово-Чепецк бул. Первомайский д. 55 стр. 68 138780,Перу д. Долинск пер. Энгельса д. 8/8 к. 88 890919,шопинг,57,ООО «Козлова-Белоусов»,1570
1571,Бразилия ст. Агинское (Забайк.) ш. Дружба д. 1/8 895545,Бразилия д. Петушки наб. Автомобилистов д. 8/5 к. 80 891475,отдых,84,Нокиан Шина (Nokian),1571
1572,Сент-Люсия г. Дно наб. Советской Армии д. 8/7 708849,Сент-Люсия п. Красновишерск ул. Революции д. 3/8 к. 956 397884,отдых,46,РАО «Журавлева Исаков и Беспалова»,1572
1573,Панама клх Меренга алл. Мелиораторов д. 61 834711,Панама п. Домбай ш. Камское д. 95 295769,лечение,14,ООО «Орлов»,1573
1574,Израиль г. Луховицы ш. Карла Либкнехта д. 730 к. 4 406089,Израиль ст. Хужир наб. Сенная д. 1 773030,шопинг,12,НПО «Соколова-Потапова»,1574
1575,Белоруссия д. Шахты пер. Аэродромный д. 557 к. 2 799930,Белоруссия п. Усмань наб. Республиканская д. 262 к. 3 540395,отдых,28,АО «Хохлов Лапина и Игнатова»,1575
1576,Литва д. Петропавловск-Камчатский пер. Тополиный д. 4/7 к. 853 022895,Литва д. Нефедова бул. Снежный д. 4 к. 2/7 799860,бизнес,37,СДС Азот,1576
1577,Сан-Марино к. Армавир пер. Поперечный д. 237 к. 8 288816,Сан-Марино п. Тутаев пр. 60 лет Октября д. 99 к. 161 254276,отдых,54,ООО «Бобров Романова и Филатова»,1577
1578,Соломоновы Острова ст. Ангарск пер. Дружба д. 45 к. 6 222473,Соломоновы Острова клх Грозный ш. Автомобилистов д. 5/1 к. 84 181529,отдых,41,ОАО «Сергеева-Коновалова»,1578
1579,Науру к. Кузнецк пр. Строителей д. 99 к. 367 393626,Науру г. Кетченеры ул. Покровская д. 91 к. 4/1 280610,отдых,67,ОАО «Медведева Ширяев»,1579
1580,Бангладеш г. Талдом наб. Путейская д. 4 к. 1/3 086422,Бангладеш п. Оха ш. Леваневского д. 8 631670,отдых,9,ОАО «Уваров Ефремова и Мухина»,1580
1581,ЮАР к. Беломорск алл. Лазурная д. 9/6 091386,ЮАР п. Кизел наб. Леонова д. 1 к. 592 010646,бизнес,23,АО «Фомин Журавлев»,1581
1582,Тонга клх Томари наб. Санаторная д. 7 563538,Тонга д. Ханты-Мансийск пр. Угольный д. 790 к. 87 413588,бизнес,9,ОАО «Жданов Уваров»,1582
1583,Руанда к. Владимир ул. Блюхера д. 4/9 стр. 83 840627,Руанда п. Уварово наб. Приозерная д. 597 к. 81 084485,лечение,77,ИП «Соловьева Андреева и Зайцева»,1583
1584,Гайана п. Юрюзань бул. Тургенева д. 3 стр. 202 186435,Гайана к. Крымск бул. Народный д. 7/3 266511,отдых,7,РАО «Тихонова Никитин и Цветкова»,1584
1585,Нигерия г. Ярославль бул. Машиностроителей д. 9 стр. 4 013448,Нигерия клх Чикола ш. Ключевое д. 36 стр. 2 216273,шопинг,16,Российская телевизионная и радиовещательная сеть,1585
1586,ОАЭ п. Арсеньев наб. Полярная д. 4 305629,ОАЭ д. Кудымкар ш. Гражданское д. 8 к. 2 597655,учеба,50,ЗАО «Громов Цветкова и Шестакова»,1586
1587,Самоа клх Морозовск ш. Портовое д. 927 888130,Самоа д. Моздок ул. Максима Горького д. 11 к. 2/6 387202,посещение семьи/друзей,95,Кубанская нефтегазовая компания,1587
1588,Сирия ст. Смоленск пр. Деповский д. 9/1 к. 680 310038,Сирия п. Екатеринбург наб. Фадеева д. 469 254054,лечение,27,НПО «Алексеева Абрамов»,1588
1589,Азербайджан ст. Смирных пр. Приморский д. 231 931664,Азербайджан ст. Новый Оскол ш. 8-е Марта д. 28 к. 6/2 612564,отдых,28,Вольво Восток (AB Volvo),1589
1590,Коморы клх Избербаш пр. Папанина д. 811 к. 892 005452,Коморы г. Лотошино бул. Механизаторов д. 851 505537,учеба,61,Галкин Групп,1590
1591,Суринам ст. Владимир алл. Набережная д. 21 стр. 398 569442,Суринам клх Инта ш. Нагорное д. 3 стр. 7/8 329726,бизнес,88,РАО «Мясников Юдина»,1591
1592,Новая Зеландия п. Медногорск пр. Орджоникидзе д. 506 стр. 1 760714,Новая Зеландия к. Тура пер. Водников д. 5 к. 11 389989,бизнес,94,ИП «Васильева-Кузнецова»,1592
1593,Экваториальная Гвинея с. Каменск-Уральский бул. Авиационный д. 1 стр. 4/9 658266,Экваториальная Гвинея клх Оймякон алл. Мира д. 1 стр. 6 303730,посещение семьи/друзей,20,ОАО «Миронов Сазонова и Попова»,1593
1594,Доминика клх Тутончаны пр. Восточный д. 398 стр. 1 500934,Доминика п. Туруханск наб. Поперечная д. 941 стр. 8/9 413121,отдых,95,ИП «Носова Маслова»,1594
1595,Гватемала ст. Липецк наб. Чернышевского д. 8/3 стр. 394 727700,Гватемала с. Валдай ш. Есенина д. 90 044258,бизнес,21,ЗАО «Громов Зиновьев»,1595
1596,Азербайджан с. Сунтар ул. Дорожная д. 1/5 916115,Азербайджан д. Калач ш. Амурское д. 3 к. 381 059797,учеба,76,UCL Holding,1596
1597,Танзания ст. Гудермес алл. Челюскинцев д. 8/1 к. 655 294228,Танзания ст. Казань наб. Деповская д. 550 к. 6 079632,лечение,1,ТГК-2,1597
1598,Чехия клх Смоленск бул. Рабочий д. 9/3 стр. 519 436271,Чехия ст. Шелагонцы бул. Загородный д. 784 к. 874 921074,посещение семьи/друзей,67,ЗАО «Зыков»,1598
1599,Таиланд ст. Сарапул наб. Советской Армии д. 1/9 204603,Таиланд п. Курганинск ш. Ангарское д. 31 к. 2 980282,посещение семьи/друзей,85,Савин и партнеры,1599
1600,Новая Зеландия с. Галич пр. Правды д. 2/7 к. 5/3 634410,Новая Зеландия клх Алагир бул. Карла Либкнехта д. 669 стр. 409 084897,отдых,12,Панов Лтд,1600
1601,Иран г. Агинское (Забайк.) наб. Студенческая д. 3/4 стр. 951 714647,Иран п. Лазаревское ул. Спартака д. 6/6 360739,бизнес,61,РАО «Ермаков Алексеева и Зиновьев»,1601
1602,Россия к. Тольятти алл. Рылеева д. 9 стр. 53 563531,Россия ст. Гремячинск (Бурят.) наб. Короленко д. 8/6 729683,шопинг,30,АО «Полякова Пестов»,1602
1603,Нигерия г. Бологое алл. Чайкиной д. 7 стр. 6/8 915806,Нигерия ст. Аргаяш бул. Шишкина д. 869 944101,лечение,41,ЛокоТех,1603
1604,Маврикий г. Ардон алл. Сплавная д. 1 стр. 1 628224,Маврикий д. Беломорск пр. Павлова д. 3 стр. 691 420310,лечение,42,Жданова Лимитед,1604
1605,Республика Конго г. Нефтекамск алл. Семашко д. 8/5 к. 6 556593,Республика Конго г. Северодвинск пер. Черняховского д. 823 819603,учеба,67,РАО «Силин Тихонова и Ковалева»,1605
1606,Канада ст. Шелехов ул. Котовского д. 764 444112,Канада п. Ершов наб. Рыбацкая д. 72 524481,бизнес,49,ООО «Самойлова»,1606
1607,Малави г. Соловки наб. Космодемьянской д. 699 стр. 46 986785,Малави ст. Ясный (Оренб.) алл. Ключевая д. 74 355541,посещение семьи/друзей,35,ОАО «Морозова»,1607
1608,Россия п. Верхний Баскунчак алл. Звездная д. 51 965615,Россия ст. Петропавловск-Камчатский пер. Попова д. 8/4 354508,посещение семьи/друзей,76,АО «Павлова Устинова и Кондратьев»,1608
1609,Испания ст. Усть-Ордынский бул. Радищева д. 543 стр. 6/1 347805,Испания к. Новый Оскол ул. Чайковского д. 6 к. 82 829256,посещение семьи/друзей,96,ОАО «Александров Пестов»,1609
1610,Эстония с. Невельск пер. Рабочий д. 9 стр. 752 361325,Эстония клх Владикавказ ш. Путевое д. 78 стр. 4 842268,шопинг,57,Балтийская топливная компания,1610
1611,Мозамбик г. Яшалта пер. Театральный д. 52 054581,Мозамбик д. Северо-Курильск пер. Космодемьянской д. 7/3 к. 9/4 966009,посещение семьи/друзей,17,ООО «Гаврилов»,1611
1612,Бангладеш д. Чикола ул. Ушакова д. 64 668646,Бангладеш ст. Ногинск (Моск.) бул. Коммунальный д. 69 стр. 219 850565,отдых,61,Сидоров и партнеры,1612
1613,Аргентина д. Буйнакск алл. Запорожская д. 29 776578,Аргентина к. Мичуринск пер. Алтайский д. 4/8 к. 3/9 172604,лечение,16,НПО «Гаврилова»,1613
1614,Перу д. Абинск ш. Астраханское д. 957 255232,Перу п. Аршан (Бурят.) пер. Парковый д. 260 стр. 197 524625,лечение,51,АО «Медведев Симонов»,1614
1615,Сент-Люсия г. Махачкала ш. Поселковое д. 7/1 стр. 943 470973,Сент-Люсия д. Калязин наб. Ореховая д. 366 стр. 4 429109,лечение,50,Касторама Рус (Castorama),1615
1616,Гамбия клх Петрозаводск алл. Орджоникидзе д. 9/3 634945,Гамбия д. Москва пер. Грибоедова д. 5 к. 192 207540,шопинг,87,РАО «Савин»,1616
1617,Мексика к. Кяхта наб. Садовая д. 513 стр. 8 522179,Мексика с. Ярославль ул. Рыбацкая д. 9 стр. 76 604680,отдых,3,Назарова Групп,1617
1618,Науру г. Горно-Алтайск ул. Комсомольская д. 999 стр. 25 450784,Науру г. Моршанск ш. Полтавское д. 98 к. 628 985801,учеба,46,НПО «Зыков Воронов»,1618
1619,Панама п. Нефтегорск (Самар.) пер. Вахитова д. 3/8 981176,Панама с. Аршан (Бурят.) бул. Украинский д. 5 248677,бизнес,7,ЗАО «Шилова Шилов»,1619
1620,Судан клх Нижнеудинск алл. Просвещения д. 5/7 к. 3 153620,Судан д. Мичуринск бул. Карла Маркса д. 2 363298,лечение,23,ЗАО «Вишняков Лапин и Мамонтова»,1620
1621,Гвинея к. Усть-Катав бул. Полевой д. 6/1 828889,Гвинея к. Углегорск алл. Пожарского д. 36 936060,лечение,23,НПК Уралвагонзавод,1621
1622,Тунис д. Тимашевск пр. Заливный д. 20 к. 440 643311,Тунис с. Хатанга пр. Угловой д. 69 974657,посещение семьи/друзей,25,Группа Стройтрансгаз,1622
1623,Лесото ст. Буденновск наб. Заовражная д. 530 777552,Лесото с. Калач ул. Тамбовская д. 4 929026,лечение,5,АО «Кошелев-Казаков»,1623
1624,ЮАР д. Кашхатау наб. Морозова д. 8/1 стр. 1/3 167872,ЮАР д. Черняховск бул. Покровский д. 14 198426,бизнес,88,Башкирэнерго,1624
1625,Намибия клх Усть-Ишим бул. Культуры д. 2 стр. 2/9 888761,Намибия к. Дубна пер. Разина д. 3 к. 79 609587,бизнес,47,Белов Групп,1625
1626,ЮАР клх Киржач пер. Ивановский д. 605 стр. 4/6 386946,ЮАР с. Малоярославец наб. Ленина д. 900 к. 4/9 103262,лечение,79,ОАО «Архипова Кошелева»,1626
1627,Дания п. Гагарин ул. Свердлова д. 5/7 стр. 418 198199,Дания к. Можайск алл. Майская д. 3/4 337969,отдых,15,DDS,1627
1628,Мьянма ст. Макаров ул. Николаева д. 7 193581,Мьянма ст. Чайковский пр. Красина д. 62 557831,учеба,82,НПО «Васильев Захаров и Мартынова»,1628
1629,Люксембург п. Азов (Рост.) ул. Пригородная д. 597 стр. 3/1 046414,Люксембург п. Гусь-Хрустальный пр. Радищева д. 997 к. 606 207333,бизнес,66,ИП «Рогов»,1629
1630,США с. Горно-Алтайск ш. Панфилова д. 53 837061,США к. Самара ул. Карла Либкнехта д. 6 стр. 9 416770,отдых,52,Журавлева Лтд,1630
1631,Бурунди клх Кабанск алл. Физкультурная д. 40 042325,Бурунди г. Горячинск ш. Марта 8 д. 40 к. 53 501141,лечение,11,РАО «Быков Никонова и Козлова»,1631
1632,Перу клх Ростов ул. Дружба д. 667 089775,Перу д. Зеленоград ш. Макарова д. 2/3 стр. 3/5 408194,лечение,60,ИП «Захарова Николаев»,1632
1633,Польша к. Чебоксары ш. Привокзальное д. 99 стр. 90 114571,Польша к. Игарка пер. ДОС д. 8/3 к. 795 819531,учеба,31,Ефимов Инк,1633
1634,Вануату с. Курильск наб. Локомотивная д. 137 к. 27 651814,Вануату п. Терней ш. Солнечное д. 40 к. 7/1 251565,отдых,39,ИП «Бурова Кошелева»,1634
1635,Мали к. Тулун наб. Репина д. 31 741930,Мали ст. Ишим ш. Ильича д. 341 274727,шопинг,93,РАО «Шаров Макарова»,1635
1636,Малави г. Уссурийск ш. Свердлова д. 80 к. 321 650180,Малави г. Химки пр. Кавказский д. 30 стр. 143 144381,отдых,48,ИП «Гурьева Галкин»,1636
1637,Иордания ст. Салехард ул. Озерная д. 9 к. 1 348654,Иордания г. Чебаркуль пер. Спартака д. 7 063602,шопинг,69,ИП «Воробьева Сысоев»,1637
1638,Габон д. Тура наб. Свободная д. 429 к. 4 278573,Габон г. Хоста бул. Боровой д. 16 к. 7 293382,лечение,24,НПО «Титов Юдин и Родионов»,1638
1639,Руанда к. Ноглики бул. Подлесный д. 3/5 стр. 1/6 394451,Руанда к. Холмск пр. Детский д. 71 146526,посещение семьи/друзей,4,Кузьмин и партнеры,1639
1640,Мавритания ст. Пышма пер. Димитрова д. 2/2 к. 35 526966,Мавритания д. Далматово алл. Демьяна Бедного д. 8/9 стр. 7/5 724985,отдых,53,ОАО «Ершов Беспалова и Доронин»,1640
1641,Республика Корея п. Ершов ул. Достоевского д. 8/6 стр. 9 087117,Республика Корея п. Кижи бул. Терешковой д. 5/4 стр. 357 944739,бизнес,24,НПО «Кудрявцева»,1641
1642,Нигер с. Салехард ул. Озерная д. 4 894512,Нигер клх Луховицы ш. Совхозное д. 20 стр. 5 112785,учеба,94,Дочки-Сыночки,1642
1643,Мексика г. Абинск ш. Краснознаменное д. 536 к. 7 293131,Мексика п. Бреды наб. Фурманова д. 92 к. 12 586155,лечение,56,ОАО «Горбачева»,1643
1644,Малави с. Ханты-Мансийск пер. Элеваторный д. 1/7 826947,Малави клх Яхрома алл. Новосельская д. 911 стр. 50 496582,посещение семьи/друзей,51,ООО «Якушева»,1644
1645,Лесото д. Кежма ул. Производственная д. 61 стр. 53 055908,Лесото п. Горячий Ключ ул. Проезжая д. 3/5 стр. 3 269719,бизнес,43,Игнатова и партнеры,1645
1646,Аргентина г. Двинской наб. Проезжая д. 69 стр. 2 617866,Аргентина п. Кашира ул. Транспортная д. 7/2 стр. 45 165001,бизнес,15,РАО «Трофимова Дьячкова»,1646
1647,Малави п. Кудымкар ш. Никитина д. 777 стр. 37 101276,Малави ст. Углич пер. Таежный д. 486 к. 9/5 507881,бизнес,82,Группа ЭПМ,1647
1648,Япония п. Суздаль алл. Сенная д. 182 300833,Япония п. Муром алл. Механизаторов д. 9/9 к. 9/4 730439,отдых,1,АО «Фомичев-Орехова»,1648
1649,Черногория к. Анива ул. Металлистов д. 6/2 059267,Черногория п. Иваново ул. Суворова д. 937 089071,лечение,58,ООО «Жукова Кузнецов»,1649
1650,Азербайджан д. Мытищи наб. Восточная д. 6 к. 3 101503,Азербайджан клх Оймякон ш. Просвещения д. 31 к. 726 266172,отдых,37,Копылова Инк,1650
1651,Тонга клх Кудымкар алл. Осипенко д. 1/5 к. 7 262808,Тонга клх Беслан ш. Пограничное д. 9/8 стр. 832 756750,шопинг,74,Гурьев Инк,1651
1652,Испания п. Валаам бул. Дзержинского д. 3/4 821930,Испания клх Калязин алл. Орловская д. 5/8 стр. 589 808683,бизнес,72,ИП «Игнатов-Крюков»,1652
1653,Китай г. Старая Русса пер. Ореховый д. 2 615160,Китай п. Волхов пр. Раздольный д. 5 433785,шопинг,2,ИП «Федорова-Муравьев»,1653
1654,Гайана к. Усть-Кут наб. Володарского д. 785 672111,Гайана клх Щелково ш. Дарвина д. 1/9 стр. 595 499532,отдых,9,НПО «Агафонов Харитонов»,1654
1655,Турция с. Люберцы бул. Водников д. 52 стр. 14 205828,Турция п. Усмань алл. Нефтяников д. 781 стр. 6/1 400586,учеба,78,ЗАО «Сидоров Моисеев»,1655
1656,Аргентина с. Кулу алл. Севастопольская д. 337 стр. 788 240173,Аргентина п. Салават пр. Зеленый д. 990 к. 6 419391,учеба,66,РАО «Кузнецов Алексеева и Назарова»,1656
1657,Люксембург ст. Магнитогорск алл. Автомобилистов д. 1/3 к. 34 757449,Люксембург с. Инта наб. Плеханова д. 6 к. 910 916533,посещение семьи/друзей,54,Группа Волга-Днепр,1657
1658,Черногория п. Ялуторовск бул. Депутатский д. 38 стр. 3 428151,Черногория п. Ессентуки пр. Гагарина д. 4 972464,шопинг,51,ЗАО «Ершов Белова»,1658
1659,Сербия с. Мценск пр. Парижской Коммуны д. 754 к. 33 147100,Сербия к. Луга бул. Пушкинский д. 411 к. 8 567614,учеба,82,СК Росгосстрах,1659
1660,Гвинея-Бисау с. Бавлы ш. Петровское д. 4/2 253397,Гвинея-Бисау п. Нефедова бул. Толбухина д. 4/2 674587,посещение семьи/друзей,73,ООО «Никонова-Воробьев»,1660
1661,Черногория с. Асбест ш. Тульское д. 696 к. 96 570418,Черногория г. Андреаполь наб. Украинская д. 89 193497,посещение семьи/друзей,96,НПО «Буров-Третьякова»,1661
1662,Пакистан г. Амдерма ул. Калужская д. 770 стр. 4 603391,Пакистан клх Дзержинск алл. Почтовая д. 82 стр. 8/9 746693,отдых,53,АО «Кулагина-Киселев»,1662
1663,Турция г. Андреаполь ш. Учительское д. 1/3 стр. 84 217463,Турция с. Ачхой Мартан наб. Тепличная д. 32 774459,бизнес,75,ЗАО «Медведева Ермаков»,1663
1664,Ямайка с. Озеры пер. Свободный д. 9 стр. 70 770417,Ямайка с. Кимры бул. Дальний д. 35 стр. 6/1 567096,лечение,4,ИП «Зайцева-Григорьева»,1664
1665,Белиз г. Валдай пр. Сенной д. 19 стр. 91 287821,Белиз г. Салават пр. Механический д. 9 305268,отдых,21,Капустин Лимитед,1665
1666,Северная Македония д. Качканар наб. Тамбовская д. 6/5 стр. 6 016704,Северная Македония г. Нефтегорск (Самар.) пер. Цветочный д. 7 стр. 146 035430,учеба,61,РЕ Трэйдинг (LPP),1666
1667,Гренада с. Усолье Сибирское бул. Октябрьский д. 2/8 стр. 26 484990,Гренада п. Усмань ш. 1 Мая д. 8 к. 17 404931,посещение семьи/друзей,49,АО «Кудряшова Тетерина и Быкова»,1667
1668,Литва г. Ростов пр. Павлика Морозова д. 7 355089,Литва ст. Каменск-Уральский бул. Энтузиастов д. 229 379590,бизнес,63,Банк Ак Барс,1668
1669,Израиль к. Иваново алл. Краснознаменная д. 8/9 стр. 681 150185,Израиль клх Ивдель наб. Р.Люксембург д. 5/6 915771,отдых,81,НПО «Анисимов-Шилова»,1669
1670,Непал г. Мончегорск ул. Геологов д. 6/1 026399,Непал с. Верещагино (Перм.) пер. 60 лет Октября д. 1 к. 44 272708,посещение семьи/друзей,84,ОАО «Федотов Матвеев»,1670
1671,Фиджи д. Тотьма наб. Красная д. 366 260512,Фиджи д. Радужный ш. Льва Толстого д. 212 стр. 7 339394,отдых,9,Дьячкова Инк,1671
1672,Азербайджан д. Красноселькуп ул. Октябрьская д. 871 стр. 351 940384,Азербайджан клх Билибино пер. Речной д. 811 108411,посещение семьи/друзей,18,НПО «Ширяев-Медведева»,1672
1673,Туркмения д. Москва МГУ пр. Серова д. 5/7 стр. 2/2 529006,Туркмения к. Валаам наб. Кубанская д. 3/6 к. 7 527411,отдых,94,ОАО «Якушев-Силин»,1673
1674,Узбекистан клх Холмогоры ш. Льва Толстого д. 51 457763,Узбекистан клх Уренгой пер. Чехова д. 33 486676,лечение,80,Ершов Инкорпорэйтед,1674
1675,Мозамбик с. Верхотурье наб. О.Кошевого д. 5 стр. 73 947201,Мозамбик п. Амдерма пер. Высокий д. 6 стр. 6 732438,лечение,2,Гусев Групп,1675
1676,Сирия ст. Ульяновск пер. Приморский д. 7 072219,Сирия г. Ревда (Сверд.) алл. Кольцова д. 16 стр. 9 728868,бизнес,39,ЗАО «Овчинникова Борисова»,1676
1677,Бахрейн к. Макаров бул. Сосновый д. 7/4 777490,Бахрейн ст. Суздаль пер. Ильича д. 479 стр. 9 338958,шопинг,65,НПО «Михайлов Тарасов»,1677
1678,Ливан д. Великий Устюг алл. 8-е Марта д. 198 к. 6/2 844082,Ливан клх Нижнекамск ул. Волгоградская д. 729 049999,отдых,7,АО «Архипов-Воробьева»,1678
1679,Судан ст. Апрелевка пер. Культуры д. 1 к. 250 849807,Судан ст. Усть-Кулом ш. Петровское д. 2 к. 513 680074,бизнес,88,ОАО «Одинцов»,1679
1680,Ирак г. Ербогачен пр. Р.Люксембург д. 706 к. 602 385118,Ирак ст. Кош-Агач ш. Фестивальное д. 385 136901,шопинг,76,ИП «Симонова Дьячкова»,1680
1681,Латвия с. Сеймчан ул. Минина д. 7/3 506205,Латвия п. Сеймчан алл. Подлесная д. 50 к. 2 724523,бизнес,86,ООО «Борисова Королев и Сафонова»,1681
1682,Таиланд к. Кропоткин (Краснод.) пер. Тамбовский д. 221 к. 8 400600,Таиланд с. Зеленогорск (Ленин.) ш. Целинное д. 53 стр. 5/5 916745,бизнес,3,Власова Инк,1682
1683,Мексика с. Владивосток пр. Украинский д. 270 к. 6 137396,Мексика п. Волоколамск наб. Космическая д. 12 029647,посещение семьи/друзей,73,НПО «Аксенова Муравьев и Лобанов»,1683
1684,Эквадор клх Верхний Уфалей бул. Хуторской д. 27 591843,Эквадор ст. Чайковский бул. Новосельский д. 69 к. 2/3 609248,учеба,49,ООО «Егорова Дьячкова»,1684
1685,Индонезия к. Новочеркасск наб. Виноградная д. 9 к. 7 245271,Индонезия клх Мелеуз бул. Коммунистический д. 9 стр. 5/5 867830,лечение,84,ОАО «Афанасьев-Дементьев»,1685
1686,Белиз д. Билибино алл. Ульянова д. 794 стр. 55 024837,Белиз д. Ангарск пр. Больничный д. 9 070480,бизнес,76,АО «Лыткина-Потапов»,1686
1687,Кувейт с. Камышин пер. Транспортный д. 91 к. 98 681992,Кувейт к. Бугуруслан ул. Социалистическая д. 63 712282,лечение,87,Глория Джинс,1687
1688,Буркина-Фасо к. Самара пер. Магистральный д. 3 229016,Буркина-Фасо к. Челюскин алл. Коммунальная д. 442 к. 1 289974,шопинг,56,ООО «Филатова»,1688
1689,Тринидад и Тобаго с. Алексин пер. Чернышевского д. 9/7 к. 744 235127,Тринидад и Тобаго клх Терскол алл. Дорожная д. 63 стр. 674 502134,бизнес,15,Харитонов Инк,1689
1690,Колумбия клх Ревда (Сверд.) бул. Пролетарский д. 5 стр. 21 494760,Колумбия с. Льгов бул. Осенний д. 37 к. 1 838050,посещение семьи/друзей,76,РАО «Борисов»,1690
1691,ЮАР клх Кяхта пр. Геологов д. 8 к. 25 060852,ЮАР п. Кимры алл. Путевая д. 8/1 239904,шопинг,71,АО «Лукина-Родионова»,1691
1692,Сомали д. Урюпинск ул. Майская д. 169 993262,Сомали ст. Апрелевка алл. Гражданская д. 5/1 стр. 889 999315,учеба,61,ЗАО «Силин»,1692
